Table 1,,,,,,,,,,,,
Changes to census subdivisions by province and territory,,,,,,,,,,,,
Gaining CSDuid ,Gaining CSDname ,Gaining CSDtype ,Gaining Change Code ,Gaining Change Code Description,Losing CSDuid ,Losing CSDname ,Losing CSDtype ,Losing Change Code ,Losing Change Code Description,Census Population Affected,Effective Date,File Number
Newfoundland and Labrador,,,,,,,,,,,,
4716840,Beardy's and Okemasis 96 & 97C,IRI,1,Incorporation from part,4716041,Leask No. 464,RM,6,Area lost due to incorporation,5,12/01/2000,470128
4716840,Beardy's and Okemasis 96 & 97C,IRI,1,Incorporation from part,4716013,Blaine Lake No. 434,RM,6,Area lost due to incorporation,10,12/01/2000,470128
4710046,Big Quill No. 308,RM,8C,Area gained due to boundary correction,4710828,Beardy's and Okemasis 96 and 97A,IRI,9C,Area lost due to boundary correction,...,02/01/2016,470032
4710046,Big Quill No. 308,RM,5A,Area gained due to complete annexation,4710051,Dafoe,VL,4,Dissolution,15,31/07/2018,470052
4716859,Big River 118A,IRI,1,Incorporation from part,4716051,Canwood No. 494,RM,6,Area lost due to incorporation,0,02/08/1950,470132
4718089,Black Point,NH,1,Incorporation from part,4718090,"Division No. 18, Unorganized",NO,6,Area lost due to incorporation,43,26/03/2008,470024
4706055,Buena Vista,VL,5,Area gained due to partial annexation,4706053,Lumsden No. 189,RM,6,Area lost due to partial annexation,0,27/03/2018,470045
4718818,Buffalo River Dene Nation,IRI,2,Name change,...,Buffalo River Dene Nation 193 (Peter Pond Lake 193),IRI,...,...,...,05/11/1999,470116
4702066,Caledonia No. 99,RM,5A,Area gained due to complete annexation,4702800,Piapot Cree First Nation 75H,IRI,4,Dissolution,0,27/05/2020,470076
4701004,Carievale,VL,5,Area gained due to partial annexation,4701001,Argyle No. 1,RM,6,Area lost due to partial annexation,0,01/01/2018,470022
4701056,Carlyle,T,5,Area gained due to partial annexation,4701053,Moose Mountain No. 63,RM,6,Area lost due to partial annexation,0,15/04/2019,470061
4704054,Carmichael No. 109,RM,5A,Area gained due to complete annexation,4704056,Carmichael,VL,4,Dissolution,58,31/12/2018,470055
4706831,Carry the Kettle 76-110,IRI,1,Incorporation from part,4706038,Indian Head No. 156,RM,6,Area lost due to incorporation,0,09/12/2019,470113
4706830,Carry the Kettle 76-19,IRI,1,Incorporation from part,4706038,Indian Head No. 156,RM,6,Area lost due to incorporation,0,04/04/2006,470112
4710034,Chorney Beach,RV,5,Area gained due to partial annexation,4710036,Foam Lake No. 276,RM,6,Area lost due to partial annexation,18,10/07/2019,470062
4709067,Clayton No. 333,RM,5,Area gained due to partial annexation,4709071,Hyas,VL,6,Area lost due to partial annexation,5,26/04/2018,470038
4711065,Corman Park No. 344,RM,8C,Area gained due to boundary correction,4711066,Saskatoon,CY,9C,Area lost due to boundary correction,...,02/01/2016,470020
4711065,Corman Park No. 344,RM,5,Area gained due to partial annexation,4711067,Langham,T,6,Area lost due to partial annexation,0,09/12/2020,470120
4706094,Cupar,T,5,Area gained due to partial annexation,4706091,Cupar No. 218,RM,6,Area lost due to partial annexation,0,21/08/2019,470063
4711073,Dalmeny,T,5,Area gained due to partial annexation,4711065,Corman Park No. 344,RM,6,Area lost due to partial annexation,0,19/09/2016,470006
4711073,Dalmeny,T,5,Area gained due to partial annexation,4711065,Corman Park No. 344,RM,6,Area lost due to partial annexation,0,01/03/2018,470034
4708061,Deer Forks No. 232,RM,10,Population gained due to correction,4708062,Burstall,T,11,Population lost due to correction,100,02/01/2016,470037
4718090,"Division No. 18, Unorganized",NO,5A,Area gained due to complete annexation,4718062,Missinipe,NH,4,Dissolution,5,01/10/2009,470025
4718090,"Division No. 18, Unorganized",NO,10,Population gained due to correction,4718023,Dore Lake,NH,11,Population lost due to correction,0,02/01/2016,470029
4718090,"Division No. 18, Unorganized",NO,8C,Area gained due to boundary correction,4718852,Kimosom Pwatinahk 203 (Deschambault Lake),IRI,9C,Area lost due to boundary correction,...,02/01/2016,470040
4718090,"Division No. 18, Unorganized",NO,8,Area and population gained due to correction,4718825,Brabant Lake,S-É,9,Area and population lost due to correction,10,02/01/2016,470067
4718090,"Division No. 18, Unorganized",NO,8,Area and population gained due to correction,4718832,Lac La Hache 220,IRI,9,Area and population lost due to correction,241,02/01/2016,470069
4718090,"Division No. 18, Unorganized",NO,8C,Area gained due to boundary correction,4718813,Four Portages 157C,IRI,9C,Area lost due to boundary correction,...,02/01/2016,470091
4718090,"Division No. 18, Unorganized",NO,8,Area and population gained due to correction,4718814,Wapachewunak 192D,IRI,9,Area and population lost due to correction,25,02/01/2016,470104
4718090,"Division No. 18, Unorganized",NO,8C,Area gained due to boundary correction,4718809,Lac La Ronge 156,IRI,9C,Area lost due to boundary correction,...,02/01/2016,470106
4718090,"Division No. 18, Unorganized",NO,8,Area and population gained due to correction,4718826,Southend No. 200A,IRI,9,Area and population lost due to correction,40,02/01/2016,470107
4718090,"Division No. 18, Unorganized",NO,8,Area and population gained due to correction,4718854,Kinoosao-Thomas Clark 204,IRI,9,Area and population lost due to correction,0,02/01/2016,470108
4718090,"Division No. 18, Unorganized",NO,8C,Area gained due to boundary correction,4718041,La Ronge,T,9C,Area lost due to boundary correction,...,02/01/2016,470130
4716023,Douglas No. 436,RM,5A,Area gained due to complete annexation,4716892,Sweet Grass 113-L6,IRI,4,Dissolution,0,27/05/2020,470084
4711063,Dundurn,T,5,Area gained due to partial annexation,4711061,Dundurn No. 314,RM,6,Area lost due to partial annexation,0,18/06/2018,470046
4717011,Edam,VL,5,Area gained due to partial annexation,4717008,Turtle River No. 469,RM,6,Area lost due to partial annexation,0,14/02/2019,470058
4717011,Edam,VL,5,Area gained due to partial annexation,4717008,Turtle River No. 469,RM,6,Area lost due to partial annexation,5,15/10/2020,470117
4702061,Elmsthorpe No. 100,RM,5,Area gained due to partial annexation,4702800,Piapot Cree First Nation 75H,IRI,6,Area lost due to partial annexation,0,27/05/2020,470075
4705052,Esterhazy,T,5,Area gained due to partial annexation,4705051,Fertile Belt No. 183,RM,6,Area lost due to partial annexation,0,08/02/2016,470001
4705052,Esterhazy,T,5,Area gained due to partial annexation,4705051,Fertile Belt No. 183,RM,6,Area lost due to partial annexation,0,17/01/2017,470011
4701024,Estevan,CY,5,Area gained due to partial annexation,4701022,Estevan No. 5,RM,6,Area lost due to partial annexation,0,19/09/2016,470005
4705051,Fertile Belt No. 183,RM,5A,Area gained due to complete annexation,4705825,Ochapowace 71-51,IRI,4,Dissolution,0,27/05/2020,470079
4705051,Fertile Belt No. 183,RM,5A,Area gained due to complete annexation,4705826,Ochapowace 71-44,IRI,4,Dissolution,0,27/05/2020,470080
4715036,Fish Creek No. 402,RM,8C,Area gained due to boundary correction,4715857,One Arrow 95-1C,IRI,9C,Area lost due to boundary correction,...,02/01/2016,470111
4717805,Flying Dust First Nation 105,IRI,2,Name change,...,Flying Dust First Nation 105 (Meadow Lake 105),IRI,...,...,...,30/01/1997,470101
4717830,Flying Dust First Nation 105D,IRI,1,Incorporation from part,4717054,Meadow Lake No. 588,RM,6,Area lost due to incorporation,10,19/02/1998,470121
4717831,Flying Dust First Nation 105E,IRI,1,Incorporation from part,4717054,Meadow Lake No. 588,RM,6,Area lost due to incorporation,5,22/03/2001,470122
4717832,Flying Dust First Nation 105F,IRI,1,Incorporation from part,4717054,Meadow Lake No. 588,RM,6,Area lost due to incorporation,10,21/03/2002,470123
4710036,Foam Lake No. 276,RM,5A,Area gained due to complete annexation,4710854,Fishing Lake 89A,IRI,4,Dissolution,0,27/05/2020,470082
4706051,Fort Qu'Appelle,T,8,Area and population gained due to correction,4706829,Treaty Four Reserve Grounds 77,IRI,9,Area and population lost due to correction,15,02/01/2016,470115
4718813,Four Portages 157C,IRI,8C,Area gained due to boundary correction,4718090,"Division No. 18, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,470090
4717817,Gladue Lake 105B,IRI,1,Incorporation from part,4717054,Meadow Lake No. 588,RM,6,Area lost due to incorporation,0,22/11/1990,470124
4706028,Grand Coulee,T,3,Type change,...,Grand Coulee,VL,...,...,...,26/10/2016,470007
4715034,Hague,T,5,Area gained due to partial annexation,4715031,Rosthern No. 403,RM,6,Area lost due to partial annexation,0,06/03/2017,470013
4714004,Hudson Bay,T,10,Population gained due to correction,4714001,Hudson Bay No. 394,RM,11,Population lost due to correction,22,02/01/2016,470031
4706039,Indian Head,T,5,Area gained due to partial annexation,4706038,Indian Head No. 156,RM,6,Area lost due to partial annexation,0,20/05/2016,470003
4706038,Indian Head No. 156,RM,5,Area gained due to partial annexation,4706050,Katepwa,RV,6,Area lost due to partial annexation,0,14/02/2019,470057
4705828,Kahkewistahaw No. 72-Q,IRI,1,Incorporation from part,4705033,Willowdale No. 153,RM,6,Area lost due to incorporation,5,02/01/2016,470068
4705815,Kahkewistahaw No. 72-W,IRI,1,Incorporation from part,4705014,Kingsley No. 124,RM,6,Area lost due to incorporation,0,28/02/2019,470065
4710008,Kellross No. 247,RM,5A,Area gained due to complete annexation,4710012,Lestock,VL,4,Dissolution,95,01/09/2017,470044
4710008,Kellross No. 247,RM,5A,Area gained due to complete annexation,4710844,Muskowekwan 85-24,IRI,4,Dissolution,0,27/05/2020,470081
4714022,Kelvington,T,5,Area gained due to partial annexation,4714021,Kelvington No. 366,RM,6,Area lost due to partial annexation,0,21/04/2017,470015
4701079,Kenosee Lake,VL,5,Area gained due to partial annexation,4701076,Wawken No. 93,RM,6,Area lost due to partial annexation,0,11/07/2016,470004
4702057,Key West No. 70,RM,5,Area gained due to partial annexation,4702800,Piapot Cree First Nation 75H,IRI,6,Area lost due to partial annexation,0,27/05/2020,470074
4709046,Keys No. 303,RM,5,Area gained due to partial annexation,4709049,Buchanan No. 304,RM,6,Area lost due to partial annexation,31,01/01/1985,470051
4718852,Kimosom Pwatinahk 203,IRI,2,Name change,...,Kimosom Pwatinahk 203 (Deschambault Lake),IRI,...,...,...,02/01/2016,470066
4718852,Kimosom Pwatinahk 203 (Deschambault Lake),IRI,2,Name change,...,Kimosom Pwatinahk 203 (Deschambault Lake),IRI,...,...,...,02/01/2016,470043
4715820,Kiskaciwan No. 208,IRI,1,Incorporation from part,4715061,Duck Lake No. 463,RM,6,Area lost due to incorporation,34,27/03/2019,470059
4718041,La Ronge,T,8C,Area gained due to boundary correction,4718090,"Division No. 18, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,470129
4702011,Lake Alma No. 8,RM,5A,Area gained due to complete annexation,4702012,Lake Alma,VL,4,Dissolution,30,31/07/2018,470053
4711067,Langham,T,5,Area gained due to partial annexation,4711065,Corman Park No. 344,RM,6,Area lost due to partial annexation,0,09/12/2020,470119
4716041,Leask No. 464,RM,5A,Area gained due to complete annexation,4716890,Muskeg Lake 102G,IRI,4,Dissolution,0,27/05/2020,470083
4706049,Lebret,VL,8,Area and population gained due to correction,4706820,Wa-Pii Moos-Toosis (White Calf) 83A,IRI,9,Area and population lost due to correction,5,02/01/2016,470100
4710035,Leslie Beach,RV,8,Area and population gained due to correction,4710036,Foam Lake No. 276,RM,9,Area and population lost due to correction,39,02/01/2016,470018
4717056,Loon Lake No. 561,RM,5A,Area gained due to complete annexation,4717820,Onion Lake 119-1,IRI,4,Dissolution,0,27/05/2020,470086
4706056,Lumsden,T,5,Area gained due to partial annexation,4706053,Lumsden No. 189,RM,6,Area lost due to partial annexation,0,01/01/2018,470023
4707042,Marquis No. 191,RM,5A,Area gained due to complete annexation,4707046,Keeler,VL,4,Dissolution,15,31/12/2020,470118
4711070,Martensville,CY,5,Area gained due to partial annexation,4711065,Corman Park No. 344,RM,6,Area lost due to partial annexation,10,03/04/2018,470035
4705007,Martin No. 122,RM,5A,Area gained due to complete annexation,4705821,Ochapowace 71-26,IRI,4,Dissolution,0,27/05/2020,470077
4717004,Metinota,RV,5,Area gained due to partial annexation,4717001,Meota No. 468,RM,6,Area lost due to partial annexation,0,15/02/2018,470030
4707039,Moose Jaw,CY,5,Area gained due to partial annexation,4707038,Moose Jaw No. 161,RM,6,Area lost due to partial annexation,20,01/01/2017,470010
4705001,Moosomin No. 121,RM,5A,Area gained due to complete annexation,4705006,Welwyn,VL,4,Dissolution,133,01/05/2018,470054
4710024,Mount Hope No. 279,RM,8C,Area gained due to boundary correction,4710825,Poorman 88,IRI,9C,Area lost due to boundary correction,...,02/01/2016,470095
4716854,Muskeg Lake Cree Nation 102,IRI,8C,Area gained due to boundary correction,4716041,Leask No. 464,RM,9C,Area lost due to boundary correction,...,02/01/2016,470042
4710801,Muskowekwan 85-4,IRI,1,Incorporation from part,4710008,Kellross No. 247,RM,6,Area lost due to incorporation,5,20/06/1996,470125
4704802,Nekaneet Cree Nation,IRI,8,Area and population gained due to correction,4704045,Maple Creek No. 111,RM,9,Area and population lost due to correction,5,02/01/2016,470060
4706048,North Qu'Appelle No. 187,RM,8C,Area gained due to boundary correction,4706820,Wa-Pii Moos-Toosis (White Calf) 83A,IRI,9C,Area lost due to boundary correction,...,02/01/2016,470098
4713024,Oakdale No. 320,RM,5,Area gained due to partial annexation,4713026,Coleville,VL,6,Area lost due to partial annexation,0,28/11/2017,470026
4715857,One Arrow 95-1C,IRI,8,Area and population gained due to correction,4715036,Fish Creek No. 402,RM,9,Area and population lost due to correction,0,02/01/2016,470110
4714846,Opaskwayak Cree Nation 27A,IRI,2,Name change,...,Opaskwayak Cree Nation 27A (Carrot River),IRI,...,...,...,16/08/1996,470088
4711027,Outlook,T,5,Area gained due to partial annexation,4711026,Rudy No. 284,RM,6,Area lost due to partial annexation,0,30/10/2017,470021
4717013,Paynton No. 470,RM,5A,Area gained due to complete annexation,4717825,Min-A-He-Quo-Sis 116C,IRI,4,Dissolution,0,27/05/2020,470085
4718055,Pelican Narrows,NV,8,Area and population gained due to correction,4718820,Pelican Narrows 184B,IRI,9,Area and population lost due to correction,10,02/01/2016,470131
4718820,Pelican Narrows 184B,IRI,8,Area and population gained due to correction,4718055,Pelican Narrows,NV,9,Area and population lost due to correction,95,02/01/2016,470050
4718827,Pelican Narrows 206,IRI,1,Incorporation from part,4718820,Pelican Narrows 184B,IRI,6,Area lost due to incorporation,0,02/09/2009,470049
4718827,Pelican Narrows 206,IRI,1,Incorporation from part,4718055,Pelican Narrows,NV,6,Area lost due to incorporation,367,02/09/2009,470049
4703048,Pinto Creek No. 75,RM,5,Area gained due to partial annexation,4703052,Hazenmore,VL,6,Area lost due to partial annexation,5,27/04/2017,470016
4710825,Poorman 88,IRI,8C,Area gained due to boundary correction,4710046,Big Quill No. 308,RM,9C,Area lost due to boundary correction,...,02/01/2016,470093
4710825,Poorman 88,IRI,8,Area and population gained due to correction,4710024,Mount Hope No. 279,RM,9,Area and population lost due to correction,0,02/01/2016,470094
4712870,Poundmaker 114-18B,IRI,1,Incorporation from part,4712078,Battle River No. 438,RM,6,Area lost due to incorporation,80,27/09/2004,470126
4702031,Radville,T,5,Area gained due to partial annexation,4702029,Laurier No. 38,RM,6,Area lost due to partial annexation,0,01/01/2017,470008
4706027,Regina,CY,5,Area gained due to partial annexation,4706026,Sherwood No. 159,RM,6,Area lost due to partial annexation,0,26/04/2018,470039
4705077,Saltcoats No. 213,RM,5,Area gained due to partial annexation,4705079,Bredenbury,T,6,Area lost due to partial annexation,0,15/10/2018,470048
4716047,Shellbrook,T,5,Area gained due to partial annexation,4716046,Shellbrook No. 493,RM,6,Area lost due to partial annexation,0,14/09/2018,470047
4705011,Silverwood No. 123,RM,5A,Area gained due to complete annexation,4705822,Ochapowace 71-70,IRI,4,Dissolution,0,27/05/2020,470078
4716058,Spiritwood,T,10,Population gained due to correction,4716056,Spiritwood No. 496,RM,11,Population lost due to correction,124,02/01/2016,470036
4715049,St. Brieux,T,5,Area gained due to partial annexation,4715048,Lake Lenore No. 399,RM,6,Area lost due to partial annexation,0,11/09/2017,470017
4705056,Stockholm,VL,5,Area gained due to partial annexation,4705051,Fertile Belt No. 183,RM,6,Area lost due to partial annexation,0,19/04/2017,470014
4718815,Sturgeon Weir 205,IRI,1,Incorporation from part,4718821,Sturgeon Weir 184F,IRI,6,Area lost due to incorporation,47,17/12/1997,470089
4718815,Sturgeon Weir 205,IRI,1,Incorporation from part,4718090,"Division No. 18, Unorganized",NO,6,Area lost due to incorporation,0,17/12/1997,470089
4707045,Sun Valley,RV,5,Area gained due to partial annexation,4707042,Marquis No. 191,RM,6,Area lost due to partial annexation,0,01/01/2017,470009
4709821,The Key 65,IRI,8,Area and population gained due to correction,4709046,Keys No. 303,RM,9,Area and population lost due to correction,5,02/01/2016,470096
4706829,Treaty Four Reserve Grounds 77,IRI,8C,Area gained due to boundary correction,4706051,Fort Qu'Appelle,T,9C,Area lost due to boundary correction,...,02/01/2016,470114
4718819,Turnor Lake 193B,IRI,8C,Area gained due to boundary correction,4718090,"Division No. 18, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,470103
4712058,Vanscoy,VL,5,Area gained due to partial annexation,4712054,Vanscoy No. 345,RM,6,Area lost due to partial annexation,0,29/05/2020,470087
4711092,Viscount,VL,5,Area gained due to partial annexation,4711091,Viscount No. 341,RM,6,Area lost due to partial annexation,0,30/08/2019,470064
4706820,Wa-Pii Moos-Toosis (White Calf) 83A,IRI,8C,Area gained due to boundary correction,4706048,North Qu'Appelle No. 187,RM,9C,Area lost due to boundary correction,...,02/01/2016,470097
4706820,Wa-Pii Moos-Toosis (White Calf) 83A,IRI,8,Area and population gained due to correction,4706049,Lebret,VL,9,Area and population lost due to correction,0,02/01/2016,470099
4718806,Wapaskokimaw 202,IRI,8,Area and population gained due to correction,4718058,Sandy Bay,NV,9,Area and population lost due to correction,125,02/01/2016,470102
4711053,Watrous,T,5,Area gained due to partial annexation,4711052,Morris No. 312,RM,6,Area lost due to partial annexation,0,28/02/2018,470033
4718860,Wepuskow Sahgaiechan 165D,IRI,1,Incorporation from part,4718090,"Division No. 18, Unorganized",NO,6,Area lost due to incorporation,5,02/01/2016,470071
4715860,Willow Cree,IRI,1,Incorporation from part,4715062,Duck Lake,T,6,Area lost due to incorporation,0,30/04/1992,470127
4715860,Willow Cree,IRI,1,Incorporation from part,4715061,Duck Lake No. 463,RM,6,Area lost due to incorporation,15,30/04/1992,470127
4714843,Yellow Quill 90-9,IRI,8C,Area gained due to boundary correction,4714021,Kelvington No. 366,RM,9C,Area lost due to boundary correction,...,02/01/2016,470109
Alberta,,,,,,,,,,,,
4813829,Alexander 134B,IRI,1,Incorporation from part,4813029,Woodlands County,MD,6,Area lost due to incorporation,5,08/11/2001,480109
4813830,Alexis Whitecourt 232,IRI,1,Incorporation from part,4813029,Woodlands County,MD,6,Area lost due to incorporation,0,03/07/1997,480110
4807032,Alliance,VL,8,Area and population gained due to correction,4807031,Flagstaff County,MD,9,Area and population lost due to correction,5,02/01/2016,480031
4815035,Banff,T,8C,Area gained due to boundary correction,4815032,Improvement District No.  9 Banff,ID,9C,Area lost due to boundary correction,...,02/01/2016,480102
4811013,Beaumont,T,5,Area gained due to partial annexation,4811012,Leduc County,MD,6,Area lost due to partial annexation,61,01/01/2017,480003
4811013,Beaumont,CY,3,Type change,...,Beaumont,T,...,...,...,01/01/2019,480047
4815015,Bighorn No. 8,MD,8C,Area gained due to boundary correction,4806014,Rocky View County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480006
4806011,Black Diamond,T,8C,Area gained due to boundary correction,4806001,Foothills County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480062
4806011,Black Diamond,T,5,Area gained due to partial annexation,4806001,Foothills County,MD,6,Area lost due to partial annexation,5,01/01/2020,480068
4808029,Blackfalds,T,8,Area and population gained due to correction,4808022,Lacombe County,MD,9,Area and population lost due to correction,0,02/01/2016,480023
4803802,Blood 148,IRI,8C,Area gained due to boundary correction,4803001,Cardston County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480054
4811066,Bon Accord,T,5,Area gained due to partial annexation,4811059,Sturgeon County,MD,6,Area lost due to partial annexation,0,01/04/2018,480036
4812009,Bonnyville,T,10,Population gained due to correction,4812004,Bonnyville No. 87,MD,11,Population lost due to correction,527,02/01/2016,480040
4812004,Bonnyville No. 87,MD,8C,Area gained due to boundary correction,4812813,Cold Lake 149A,IRI,9C,Area lost due to boundary correction,...,02/01/2016,480089
4808006,Bowden,T,5,Area gained due to partial annexation,4808001,Red Deer County,MD,6,Area lost due to partial annexation,0,01/04/2018,480035
4810066,Bruderheim,T,5,Area gained due to partial annexation,4810058,Lamont County,MD,6,Area lost due to partial annexation,15,01/07/2017,480020
4810001,Camrose County,MD,5A,Area gained due to complete annexation,4810004,Ferintosh,VL,4,Dissolution,202,01/01/2020,480063
4803022,Claresholm,T,5,Area gained due to partial annexation,4803018,Willow Creek No. 26,MD,6,Area lost due to partial annexation,10,01/01/2017,480005
4803022,Claresholm,T,8C,Area gained due to boundary correction,4803018,Willow Creek No. 26,MD,9C,Area lost due to boundary correction,...,02/01/2016,480010
4817062,Clear Hills,MD,8C,Area gained due to boundary correction,4817825,Clear Hills 152C,IRI,9C,Area lost due to boundary correction,...,02/01/2016,480095
4817825,Clear Hills 152C,IRI,8,Area and population gained due to correction,4817062,Clear Hills,MD,9,Area and population lost due to correction,5,02/01/2016,480094
4802019,Coaldale,T,5,Area gained due to partial annexation,4802011,Lethbridge County,MD,6,Area lost due to partial annexation,116,01/04/2018,480034
4806019,Cochrane,T,8C,Area gained due to boundary correction,4806014,Rocky View County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480025
4806019,Cochrane,T,8C,Area gained due to boundary correction,4806014,Rocky View County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480026
4806019,Cochrane,T,5,Area gained due to partial annexation,4806014,Rocky View County,MD,6,Area lost due to partial annexation,0,01/07/2019,480053
4812002,Cold Lake,CY,5,Area gained due to partial annexation,4812004,Bonnyville No. 87,MD,6,Area lost due to partial annexation,15,01/01/2019,480044
4812002,Cold Lake,CY,8C,Area gained due to boundary correction,4812813,Cold Lake 149A,IRI,9C,Area lost due to boundary correction,...,02/01/2016,480090
4812813,Cold Lake 149A,IRI,8C,Area gained due to boundary correction,4812004,Bonnyville No. 87,MD,9C,Area lost due to boundary correction,...,02/01/2016,480088
4801003,Cypress County,MD,8C,Area gained due to boundary correction,4801006,Medicine Hat,CY,9C,Area lost due to boundary correction,...,02/01/2016,480056
4817855,Desmarais,S-É,8,Area and population gained due to correction,4817819,Wabasca 166A,IRI,9,Area and population lost due to correction,5,02/01/2016,480086
4819044,Donnelly,VL,8,Area and population gained due to correction,4819041,Smoky River No. 130,MD,9,Area and population lost due to correction,17,02/01/2016,480030
4811031,Drayton Valley,T,8C,Area gained due to boundary correction,4811032,Brazeau County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480059
4811061,Edmonton,CY,5,Area gained due to partial annexation,4811012,Leduc County,MD,6,Area lost due to partial annexation,542,01/01/2019,480046
4811061,Edmonton,CY,5,Area gained due to partial annexation,4811059,Sturgeon County,MD,6,Area lost due to partial annexation,0,01/01/2019,480049
4811061,Edmonton,CY,8C,Area gained due to boundary correction,4811052,Strathcona County,SM,9C,Area lost due to boundary correction,...,02/01/2016,480058
4811804,Enoch Cree Nation,IRI,2,Name change,...,Stony Plain 135,IRI,...,...,...,26/02/2016,480078
4806001,Foothills County,MD,2,Name change,...,Foothills No. 31,MD,...,...,...,01/01/2019,480048
4806001,Foothills No. 31,MD,8C,Area gained due to boundary correction,4806012,Okotoks,T,9C,Area lost due to boundary correction,...,02/01/2016,480042
4807036,Forestburg,VL,5,Area gained due to partial annexation,4807031,Flagstaff County,MD,6,Area lost due to partial annexation,5,01/01/2020,480067
4816810,Fort Mckay 174,IRI,1,Incorporation from part,4816037,Wood Buffalo,SM,6,Area lost due to incorporation,747,02/01/2016,480052
4811056,Fort Saskatchewan,CY,5,Area gained due to partial annexation,4811052,Strathcona County,SM,6,Area lost due to partial annexation,20,01/01/2020,480064
4811064,Gibbons,T,5,Area gained due to partial annexation,4811059,Sturgeon County,MD,6,Area lost due to partial annexation,0,01/04/2018,480038
4819012,Grande Prairie,CY,8C,Area gained due to boundary correction,4819006,Grande Prairie County No. 1,MD,9C,Area lost due to boundary correction,...,02/01/2016,480012
4819006,Grande Prairie County No. 1,MD,8C,Area gained due to boundary correction,4819009,Beaverlodge,T,9C,Area lost due to boundary correction,...,02/01/2016,480011
4811004,Grandview,SV,8C,Area gained due to boundary correction,4811001,Wetaskiwin County No. 10,MD,9C,Area lost due to boundary correction,...,02/01/2016,480061
4818015,Greenview No. 16,MD,5A,Area gained due to complete annexation,4818005,Grande Cache,T,4,Dissolution,3571,01/01/2019,480050
4806006,High River,T,5,Area gained due to partial annexation,4806001,Foothills County,MD,6,Area lost due to partial annexation,10,01/01/2021,480111
4815032,Improvement District No.  9 Banff,ID,8C,Area gained due to boundary correction,4815035,Banff,T,9C,Area lost due to boundary correction,...,02/01/2016,480015
4815032,Improvement District No.  9 Banff,ID,8C,Area gained due to boundary correction,4815035,Banff,T,9C,Area lost due to boundary correction,...,02/01/2016,480103
4817817,Jean Baptiste Gambler 183,IRI,8,Area and population gained due to correction,4817031,Opportunity No. 17,MD,9,Area and population lost due to correction,26,02/01/2016,480092
4817836,Kapawe'no First Nation 150B,IRI,2,Name change,...,Kapawe'no First Nation (Freeman 150B),IRI,...,...,...,24/07/2001,480080
4817830,Kapawe'no First Nation 150D,IRI,2,Name change,...,Kapawe'no First Nation (Pakashan 150D),IRI,...,...,...,24/07/2001,480079
4817826,Kapawe'no First Nation 231,IRI,1,Incorporation from part,4817027,Big Lakes County,MD,6,Area lost due to incorporation,42,29/11/1991,480072
4817865,Kapawe`no First Nation 229,IRI,1,Incorporation from part,4817836,Kapawe'no First Nation (Freeman 150B),IRI,6,Area lost due to incorporation,0,29/11/1991,480071
4817865,Kapawe`no First Nation 229,IRI,1,Incorporation from part,4817027,Big Lakes County,MD,6,Area lost due to incorporation,5,29/11/1991,480071
4812037,Lac la Biche County,SM,3,Type change,...,Lac la Biche County,MD,...,...,...,01/01/2018,480029
4808022,Lacombe County,MD,8C,Area gained due to boundary correction,4808029,Blackfalds,T,9C,Area lost due to boundary correction,...,02/01/2016,480024
4817860,Loon Lake 235,IRI,8C,Area gained due to boundary correction,4817031,Opportunity No. 17,MD,9C,Area lost due to boundary correction,...,02/01/2016,480082
4817860,Loon Lake 235,IRI,8C,Area gained due to boundary correction,4817026,Northern Sunrise County,MD,9C,Area lost due to boundary correction,...,02/01/2016,480082
4817095,Mackenzie County,SM,8,Area and population gained due to correction,4817837,John d'Or Prairie 215,IRI,9,Area and population lost due to correction,0,02/01/2016,480007
4817095,Mackenzie County,SM,8C,Area gained due to boundary correction,4817849,Upper Hay River 212,IRI,9C,Area lost due to boundary correction,...,02/01/2016,480098
4802004,Milk River,T,5,Area gained due to partial annexation,4802001,Warner County No. 5,MD,6,Area lost due to partial annexation,0,01/07/2017,480021
4811011,Millet,T,5,Area gained due to partial annexation,4811001,Wetaskiwin County No. 10,MD,6,Area lost due to partial annexation,10,01/01/2018,480032
4803026,Nanton,T,8,Area and population gained due to correction,4803018,Willow Creek No. 26,MD,9,Area and population lost due to correction,0,02/01/2016,480014
4802014,Nobleford,T,3,Type change,...,Nobleford,VL,...,...,...,28/02/2018,480033
4817026,Northern Sunrise County,MD,8,Area and population gained due to correction,4817856,Woodland Cree 226,IRI,9,Area and population lost due to correction,86,02/01/2016,480100
4806012,Okotoks,T,5,Area gained due to partial annexation,4806001,Foothills No. 31,MD,6,Area lost due to partial annexation,135,01/07/2017,480017
4806012,Okotoks,T,8C,Area gained due to boundary correction,4806001,Foothills No. 31,MD,9C,Area lost due to boundary correction,...,02/01/2016,480043
